BillNo,Date,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A3772,12-12-2017,"PREETHI MEDICALS, ELENTHOOR",#N/A,1,#N/A,#N/A
A3802,12-12-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,#N/A,1,#N/A
A3801,12-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,1,#N/A
A3808,13-12-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",1,#N/A,#N/A,#N/A
A3810,13-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3812,13-12-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A3813,13-12-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A3818,13-12-2017,"NEETHI MEDICALS, NEDUMKUNNAM",#N/A,1,#N/A,#N/A
A3811,13-12-2017,"M.G MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3819,13-12-2017,"MEKATTUPARAMBIL MEDICALS, PODIYADI",#N/A,1,#N/A,#N/A
A3814,13-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A3815,13-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3809,13-12-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3821,13-12-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A3816,13-12-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3820,13-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3817,13-12-2017,"NITHIN MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3823,13-12-2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,1,#N/A,#N/A
A3822,13-12-2017,"C.M HOSPITAL, PANDALAM",#N/A,#N/A,1,#N/A
A3839,14-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",1,#N/A,#N/A,#N/A
A3830,14-12-2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",#N/A,1,#N/A,#N/A
A3834,14-12-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A3824,14-12-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A3827,14-12-2017,"M.N.MEDICALS, CHOONAD",#N/A,1,#N/A,#N/A
A3836,14-12-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3835,14-12-2017,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A3837,14-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3826,14-12-2017,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A3825,14-12-2017,"BHARATH MEDICALS, KIZHAKENMUTTOOR",#N/A,1,#N/A,#N/A
A3838,14-12-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A3829,14-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3832,14-12-2017,"DR.P T SHAJI, PAIPPAD",#N/A,1,#N/A,#N/A
A3833,14-12-2017,"DINA MEDICALS, MAMOOD",#N/A,1,#N/A,#N/A
A3831,14-12-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A3828,14-12-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A3840,14-12-2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",#N/A,#N/A,#N/A,1
A3879,15-12-2017,"THOMSON MEDICALS, TIRUVALLA",1,#N/A,#N/A,#N/A
A3855,15-12-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A3857,15-12-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A3876,15-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3850,15-12-2017,"SAHAYA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3866,15-12-2017,"MARTHOMA MEDICAL MISSION, RANNY",#N/A,1,#N/A,#N/A
A3869,15-12-2017,"BHARATH NURSING HOME, KULATHUPPUZHA",#N/A,1,#N/A,#N/A
A3845,15-12-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A3846,15-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A3859,15-12-2017,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A3867,15-12-2017,"ORMA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A3848,15-12-2017,"NEETHI MEDICALS, NEAR COLLEGE JN ",#N/A,1,#N/A,#N/A
A3849,15-12-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A3870,15-12-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,1,#N/A,#N/A
A3856,15-12-2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A3853,15-12-2017,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A3872,15-12-2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",#N/A,1,#N/A,#N/A
A3852,15-12-2017,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A3844,15-12-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A3865,15-12-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A3877,15-12-2017,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",#N/A,1,#N/A,#N/A
A3868,15-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3858,15-12-2017,"ANI SURG MEDICALS, PRAVINKOODU",#N/A,1,#N/A,#N/A
A3862,15-12-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3864,15-12-2017,"PULIMOOTTIL MEDICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
A3863,15-12-2017,"PLAMMOOTTIL MEDICALS, HIGH SCHOOL JN. ADOOR",#N/A,1,#N/A,#N/A
A3847,15-12-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A3871,15-12-2017,"TRINITY MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A3854,15-12-2017,"APPOLO MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A3860,15-12-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,#N/A,1,#N/A
A3842,15-12-2017,"KARUNYA MEDICALS, ADOOR",#N/A,#N/A,1,#N/A
A3861,15-12-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
A3873,15-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3841,15-12-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A3851,15-12-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A3875,15-12-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3843,15-12-2017,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3878,15-12-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3874,15-12-2017,"KARUNYA MEDICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
A3883,16-12-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3888,16-12-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",#N/A,1,#N/A,#N/A
A3887,16-12-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A3884,16-12-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A3886,16-12-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A3881,16-12-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A3882,16-12-2017,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A3889,16-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3880,16-12-2017,"SAHAYA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3890,16-12-2017,"DR.C.K.KOSHY, CHAKKUTHARA CLINIC",#N/A,1,#N/A,#N/A
A3891,16-12-2017,"TRAVANCORE MEDICALS, PULLAD",#N/A,1,#N/A,#N/A
A3885,16-12-2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,#N/A,1,#N/A
A3903,18-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A3897,18-12-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A3900,18-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3898,18-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3901,18-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3895,18-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3902,18-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A3899,18-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3894,18-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3896,18-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3892,18-12-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A3893,18-12-2017,"JAYA MEDICALS, KAVUMBHAGAM",#N/A,#N/A,1,#N/A
A3922,19-12-2017,"PAZHANJIYIL MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A3940,19-12-2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3904,19-12-2017,"NEETHI MEDICALS(SCB 195), MEMANA BUILDING.PULLAD",#N/A,1,#N/A,#N/A
A3953,19-12-2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",#N/A,1,#N/A,#N/A
A3934,19-12-2017,"VETTATHARA MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3925,19-12-2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",#N/A,1,#N/A,#N/A
A3910,19-12-2017,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A3946,19-12-2017,"NEETHI MEDICALS, NEAR MUNICIPAL JN",#N/A,1,#N/A,#N/A
A3913,19-12-2017,"ABIN MEDICALS, ST.MARY'S ROAD",#N/A,1,#N/A,#N/A
A3943,19-12-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3930,19-12-2017,"NEETHI MEDICAL STORE, KUMBANADU",#N/A,1,#N/A,#N/A
A3939,19-12-2017,"NEETHI MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3923,19-12-2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3933,19-12-2017,"SOUTHERN MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A3928,19-12-2017,"ST.GEORGE MEDICALS, KOZHENCHERY",#N/A,1,#N/A,#N/A
A3915,19-12-2017,"MADATHIL MEDICALS, KOZHANCHERY",#N/A,1,#N/A,#N/A
A3917,19-12-2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A3942,19-12-2017,"PEOPLES HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3918,19-12-2017,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3932,19-12-2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",#N/A,1,#N/A,#N/A
A3947,19-12-2017,"MUTHU MEDICALS, CHANGANSSERY",#N/A,1,#N/A,#N/A
A3912,19-12-2017,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3937,19-12-2017,"PHILIPS MEDICALS, NELLAD",#N/A,1,#N/A,#N/A
A3926,19-12-2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3919,19-12-2017,"JAYA MEDICALS, POOVATHOOR",#N/A,1,#N/A,#N/A
A3908,19-12-2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",#N/A,1,#N/A,#N/A
A3952,19-12-2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",#N/A,1,#N/A,#N/A
A3924,19-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3951,19-12-2017,"MED CARE PHARMACY, KAVUMBHAGUM",#N/A,1,#N/A,#N/A
A3905,19-12-2017,"MUTTUMON MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A3949,19-12-2017,"JESWIN MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A3929,19-12-2017,"JACOBS MEDICALS, KUMBANAD",#N/A,1,#N/A,#N/A
A3936,19-12-2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",#N/A,1,#N/A,#N/A
A3906,19-12-2017,"T & T MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3916,19-12-2017,"SONIA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3950,19-12-2017,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A3945,19-12-2017,"REMEDY MEDICALS, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A3920,19-12-2017,"MAMMARAPALLIL MEDICALS, PULLAD ",#N/A,1,#N/A,#N/A
A3914,19-12-2017,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A3944,19-12-2017,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,1,#N/A,#N/A
A3948,19-12-2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A3927,19-12-2017,"FRIENDS MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3907,19-12-2017,"SAM MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3941,19-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3911,19-12-2017,"TRAVANCORE MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3909,19-12-2017,"KANJIRAMON MEDICALS, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A3931,19-12-2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A3921,19-12-2017,"GIRI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3938,19-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A3935,19-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,#N/A,1,#N/A
A3963,20-12-2017,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A3961,20-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3957,20-12-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A3964,20-12-2017,"NEETHI MEDICALS, MALLAPPALLY",#N/A,1,#N/A,#N/A
A3958,20-12-2017,"PRATHIBHA MEDICALS, VECHOOCHIRA",#N/A,1,#N/A,#N/A
A3954,20-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3965,20-12-2017,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",#N/A,1,#N/A,#N/A
A3960,20-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A3962,20-12-2017,"USHA HOSPITAL, CHENGANNOOR",#N/A,1,#N/A,#N/A
A3959,20-12-2017,"BHARATH MEDICALS, KIZHAKENMUTTOOR",#N/A,1,#N/A,#N/A
A3955,20-12-2017,"CENTRAL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A3956,20-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A3967,20-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3966,20-12-2017,"LOURDU MATHA HOSPITAL, PACHA",#N/A,#N/A,1,#N/A
A3969,21-12-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A3971,21-12-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A3982,21-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3979,21-12-2017,"KOTTARATHIL MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A3981,21-12-2017,"KADAVIL MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3973,21-12-2017,"S.N.MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A3975,21-12-2017,"KURIAN'S MEDICALS, RANNY",#N/A,1,#N/A,#N/A
A3974,21-12-2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3972,21-12-2017,"M.G MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A3968,21-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3970,21-12-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,#N/A,1,#N/A
A3977,21-12-2017,"SHEEBA MEDICALS, THEADICAL",#N/A,1,#N/A,#N/A
A3980,21-12-2017,"JAI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3978,21-12-2017,"BETHEL MEDICALS, THADIYOOR",#N/A,1,#N/A,#N/A
A3976,21-12-2017,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A4001,22-12-2017,"UDAYA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4020,22-12-2017,"ASWAS COMMUNITY PHARMACY, ADOOR",#N/A,1,#N/A,#N/A
A3997,22-12-2017,"MANGALASSERIL DRUG HOUSE, KULANADA",#N/A,1,#N/A,#N/A
A4025,22-12-2017,"SAHAYA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4016,22-12-2017,"DELIGHT'S MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A3999,22-12-2017,"MARIA HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A4023,22-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A3995,22-12-2017,"NEETHI MEDICAL STORES, MANNAR",#N/A,1,#N/A,#N/A
A3991,22-12-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,1,#N/A,#N/A
A3989,22-12-2017,"NEETHI MEDICALS, M.M JN  PANDALAM",#N/A,1,#N/A,#N/A
A3990,22-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,1,#N/A,#N/A
A4026,22-12-2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",#N/A,1,#N/A,#N/A
A4010,22-12-2017,"PUTHENPEEDIKAYIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A3987,22-12-2017,"VAZHAPLAVIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A3994,22-12-2017,"SOORAJ MEDICALS, PLANKAMON",#N/A,1,#N/A,#N/A
A4007,22-12-2017,"HEALTH CARE MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4012,22-12-2017,"C.M HOSPITAL, PANDALAM",#N/A,1,#N/A,#N/A
A4029,22-12-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A3988,22-12-2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",#N/A,1,#N/A,#N/A
A3985,22-12-2017,"KARUNYA MEDICALS, ADOOR",#N/A,1,#N/A,#N/A
A4028,22-12-2017,"DEEPA MEDICALS, CHENNITHALA",#N/A,1,#N/A,#N/A
A3998,22-12-2017,"K.K DRUG HOUSE, ADOOR",#N/A,1,#N/A,#N/A
A4013,22-12-2017,"PUTHENVILAYIL MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4019,22-12-2017,"DEEPTHI MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4006,22-12-2017,"PADAPARAMBIL MEDICALS, PURAMATTOM",#N/A,1,#N/A,#N/A
A4021,22-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4004,22-12-2017,"LEKSHMI MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A3983,22-12-2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",#N/A,1,#N/A,#N/A
A4000,22-12-2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",#N/A,1,#N/A,#N/A
A4009,22-12-2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",#N/A,1,#N/A,#N/A
A4003,22-12-2017,"PLAMMOOTTIL MEDICALS, HIGH SCHOOL JN. ADOOR",#N/A,1,#N/A,#N/A
A3986,22-12-2017,"PALLIPARAMPIL MEDICALS, VENNIKULAM",#N/A,1,#N/A,#N/A
A4005,22-12-2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",#N/A,1,#N/A,#N/A
A3993,22-12-2017,"THUSHARA MEDICALS, PANDALAM",#N/A,1,#N/A,#N/A
A4027,22-12-2017,"NITHIN MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3996,22-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4018,22-12-2017,"K.R.MEDICALS, KALLISSERY",#N/A,1,#N/A,#N/A
A3984,22-12-2017,"BHARATH MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4022,22-12-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4008,22-12-2017,"S.D MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4002,22-12-2017,"ALPHA MEDICALS, CHENGANNUR",#N/A,1,#N/A,#N/A
A4014,22-12-2017,"JOSE & SONS MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4011,22-12-2017,"TRINITY MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4024,22-12-2017,"KARUNYA MEDICALS, CHENGANOOR",#N/A,#N/A,1,#N/A
A4015,22-12-2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A3992,22-12-2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",#N/A,#N/A,1,#N/A
A4017,22-12-2017,"MEDICAL TRUST HOSPITAL, KULANADA",#N/A,#N/A,1,#N/A
A4033,23-12-2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",#N/A,1,#N/A,#N/A
A4034,23-12-2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",1,#N/A,#N/A,#N/A
A4038,23-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4032,23-12-2017,"ANJALI MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4041,23-12-2017,"JANAMITHRA MEDICALS, PAIPAD",#N/A,1,#N/A,#N/A
A4037,23-12-2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",#N/A,1,#N/A,#N/A
A4030,23-12-2017,"ORANGE MEDICALS, KADAPRA",#N/A,1,#N/A,#N/A
A4035,23-12-2017,"MARANGAT MEDICALS, KAVUMBHAGOM",#N/A,1,#N/A,#N/A
A4043,23-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4040,23-12-2017,"AMIL MEDICALS, THIRUVALLA",#N/A,1,#N/A,#N/A
A4036,23-12-2017,"KIZHAKINATH MEDICALS, PAIPPAD",#N/A,1,#N/A,#N/A
A4042,23-12-2017,"AISWARYA MEDICALS, KUTOOR",#N/A,1,#N/A,#N/A
A4039,23-12-2017,"THOMSON MEDICALS, TIRUVALLA",#N/A,1,#N/A,#N/A
A4031,23-12-2017,"MANNAR MEDICALS, MANNAR",#N/A,1,#N/A,#N/A
A4044,26-12-2017,"MANAK HOSPITAL, NEDUMPURAM",1,#N/A,#N/A,#N/A
A4059,26-12-2017,"POYANIL HOSPITAL, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4045,26-12-2017,"REMEDY MEDICALS, CHANGANACHERRY",#N/A,1,#N/A,#N/A
A4054,26-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4055,26-12-2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",#N/A,1,#N/A,#N/A
A4057,26-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",#N/A,1,#N/A,#N/A
A4056,26-12-2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4053,26-12-2017,"HOLY CROSS HOSPITAL, ADOOR",#N/A,1,#N/A,#N/A
A4047,26-12-2017,"NEETHI MEDICALS, KUNNUMPURAM",#N/A,1,#N/A,#N/A
A4062,26-12-2017,"NEETHY MEDICAL STORE, PULLAD",#N/A,1,#N/A,#N/A
A4058,26-12-2017,"HAFZA MEDICALS, PATHANAMTHITTA",#N/A,1,#N/A,#N/A
A4046,26-12-2017,"THOMSON MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4052,26-12-2017,"KANNAMPALLIL MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4061,26-12-2017,"NEETHI MEDICALS, THEKKEMALA",#N/A,1,#N/A,#N/A
A4060,26-12-2017,"ABIN MEDICALS, ST.MARY'S ROAD",#N/A,1,#N/A,#N/A
A4050,26-12-2017,"J M J MEDICALS, LAIKADU",#N/A,1,#N/A,#N/A
A4051,26-12-2017,"ASWAS MEDICALS, KURISHUMMOODU",#N/A,1,#N/A,#N/A
A4049,26-12-2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",#N/A,1,#N/A,#N/A
A4048,26-12-2017,"JESWIN MEDICALS, THENGANA",#N/A,1,#N/A,#N/A
A4086,27-12-2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",1,#N/A,#N/A,#N/A
A4068,27-12-2017,"THOMSON MEDICALS, TIRUVALLA",1,#N/A,#N/A,#N/A
